db	id	hp
OMIM	618272	0001442
OMIM	151380	0001444
OMIM	151400	0001444
OMIM	600384	0001449
OMIM	139500	0001450
OMIM	187400	0001450
OMIM	400003	0001450
OMIM	400043	0001450
OMIM	400045	0001450
OMIM	400047	0001450
OMIM	415000	0001450
OMIM	424500	0001450
OMIM	475000	0001450
OMIM	148820	0001452
OMIM	153550	0001452
OMIM	600257	0001452
OMIM	610543	0001452
OMIM	175700	0001459
ORPHA	2461	0001460
ORPHA	2671	0001460
ORPHA	2926	0001460
ORPHA	559	0001460
ORPHA	899	0001460
ORPHA	1521	0001464
OMIM	100050	0001470
OMIM	109200	0001470
OMIM	113670	0001470
OMIM	176410	0001470
OMIM	612310	0001470
OMIM	612964	0001470
OMIM	612965	0001470
OMIM	166300	0001473
OMIM	259600	0001473
OMIM	224300	0001474
OMIM	269500	0001474
OMIM	601376	0001474
OMIM	150590	0001475
OMIM	153470	0001475
OMIM	171000	0001475
OMIM	305700	0001475
OMIM	135700	0001477
OMIM	300245	0001477
OMIM	600638	0001477
OMIM	609428	0001477
OMIM	204000	0001483
OMIM	204100	0001483
OMIM	133780	0001489
OMIM	601813	0001489
OMIM	616468	0001489
OMIM	135700	0001491
OMIM	157900	0001491
OMIM	600638	0001491
OMIM	602078	0001491
OMIM	609384	0001491
OMIM	609428	0001491
OMIM	610031	0001491
ORPHA	300570	0001491
OMIM	118450	0001492
OMIM	266270	0001492
OMIM	601631	0001492
OMIM	609218	0001492
OMIM	612582	0001492
OMIM	133780	0001493
OMIM	305390	0001493
OMIM	312550	0001493
OMIM	601813	0001493
OMIM	166300	0001495
OMIM	259600	0001495
ORPHA	2774	0001495
ORPHA	371428	0001495
OMIM	112910	0001500
OMIM	271960	0001500
OMIM	300845	0001500
OMIM	302350	0001500
OMIM	602875	0001500
OMIM	614684	0001500
OMIM	616900	0001500
ORPHA	192	0001500
ORPHA	1934	0001500
OMIM	186000	0001501
OMIM	186200	0001501
ORPHA	93405	0001501
OMIM	166300	0001504
OMIM	259600	0001504
OMIM	259610	0001504
ORPHA	2774	0001504
OMIM	101800	0001530
OMIM	150230	0001530
OMIM	224120	0001530
OMIM	235510	0001530
OMIM	265300	0001530
OMIM	615961	0001530
ORPHA	2136	0001530
ORPHA	96164	0001530
OMIM	269700	0001544
OMIM	305400	0001544
OMIM	608594	0001544
OMIM	613327	0001544
OMIM	122470	0001551
OMIM	219000	0001551
OMIM	266100	0001557
ORPHA	199	0001557
ORPHA	2053	0001557
ORPHA	2215	0001557
ORPHA	45453	0001557
ORPHA	800	0001557
OMIM	212065	0001560
OMIM	253310	0001560
OMIM	266200	0001560
OMIM	608540	0001560
OMIM	609015	0001560
OMIM	611719	0001560
ORPHA	79096	0001560
OMIM	241200	0001563
OMIM	300971	0001563
OMIM	601678	0001563
OMIM	602522	0001563
OMIM	613090	0001563
ORPHA	1848	0001563
OMIM	113300	0001571
OMIM	137575	0001571
OMIM	211380	0001571
OMIM	308280	0001571
OMIM	311300	0001571
OMIM	171400	0001574
OMIM	266265	0001574
OMIM	274190	0001574
OMIM	219080	0001579
OMIM	610475	0001579
OMIM	610489	0001579
OMIM	615830	0001579
ORPHA	100079	0001579
OMIM	610475	0001580
OMIM	610489	0001580
ORPHA	1359	0001580
ORPHA	189439	0001580
OMIM	300523	0001583
OMIM	312080	0001583
OMIM	606996	0001583
OMIM	608804	0001583
OMIM	610090	0001583
OMIM	614741	0001583
ORPHA	3132	0001583
ORPHA	330054	0001583
ORPHA	363429	0001583
OMIM	201750	0001586
OMIM	236700	0001586
OMIM	258040	0001586
OMIM	300431	0001593
OMIM	300602	0001593
ORPHA	1193	0001593
ORPHA	73223	0001593
ORPHA	117	0001637
ORPHA	32960	0001637
ORPHA	340	0001637
ORPHA	355	0001637
ORPHA	36426	0001637
ORPHA	537	0001637
ORPHA	679	0001637
ORPHA	77259	0001637
ORPHA	77261	0001637
ORPHA	89937	0001637
OMIM	192600	0001670
OMIM	212130	0001670
OMIM	252900	0001670
OMIM	252920	0001670
OMIM	252930	0001670
OMIM	252940	0001670
OMIM	600858	0001670
OMIM	608758	0001670
OMIM	613838	0001670
OMIM	613875	0001670
OMIM	217100	0001683
OMIM	313850	0001683
OMIM	234700	0001685
OMIM	253250	0001685
OMIM	253800	0001685
OMIM	300257	0001685
OMIM	613873	0001685
OMIM	617222	0001685
OMIM	617223	0001685
ORPHA	210136	0001685
ORPHA	90291	0001685
OMIM	168000	0001686
OMIM	601650	0001686
OMIM	605373	0001686
ORPHA	324540	0001686
OMIM	229310	0001691
OMIM	302900	0001691
OMIM	601992	0001691
OMIM	234700	0001692
OMIM	310300	0001692
OMIM	615745	0001692
OMIM	616117	0001692
OMIM	305800	0001693
ORPHA	70591	0001693
OMIM	187300	0001694
OMIM	265380	0001694
OMIM	600376	0001694
OMIM	610655	0001694
ORPHA	97214	0001694
ORPHA	1335	0001697
ORPHA	137	0001697
ORPHA	183	0001697
ORPHA	226313	0001697
ORPHA	321	0001697
ORPHA	340	0001697
ORPHA	355	0001697
ORPHA	35687	0001697
ORPHA	442	0001697
ORPHA	679	0001697
OMIM	260400	0001700
OMIM	300257	0001700
OMIM	180700	0001705
OMIM	268310	0001705
OMIM	151100	0001709
OMIM	530000	0001709
OMIM	601419	0001709
ORPHA	216694	0001709
ORPHA	40366	0001709
ORPHA	480	0001709
OMIM	243440	0001710
OMIM	610253	0001710
ORPHA	2306	0001710
ORPHA	40366	0001710
OMIM	300845	0001711
OMIM	615373	0001711
ORPHA	1055	0001711
ORPHA	264450	0001711
ORPHA	2729	0001711
ORPHA	2306	0001713
ORPHA	261311	0001713
ORPHA	284979	0001713
OMIM	203500	0001717
OMIM	208000	0001717
OMIM	614473	0001717
ORPHA	289601	0001717
ORPHA	56	0001717
OMIM	187300	0001722
OMIM	610655	0001722
ORPHA	423	0001722
OMIM	607554	0001727
OMIM	607554	0001727
OMIM	608583	0001727
ORPHA	3260	0001727
ORPHA	820	0001727
OMIM	151660	0001735
OMIM	269700	0001735
OMIM	608594	0001735
OMIM	608600	0001735
OMIM	617253	0001735
ORPHA	20	0001735
ORPHA	26791	0001735
ORPHA	412	0001735
ORPHA	444490	0001735
ORPHA	79086	0001735
OMIM	173650	0001741
OMIM	234800	0001741
OMIM	305000	0001741
OMIM	309500	0001741
OMIM	609638	0001741
ORPHA	2908	0001741
ORPHA	303	0001741
ORPHA	75857	0001741
ORPHA	99921	0001741
OMIM	123000	0001742
OMIM	166250	0001742
OMIM	218400	0001742
OMIM	600679	0001742
OMIM	608643	0001742
OMIM	616037	0001742
ORPHA	137914	0001742
ORPHA	289596	0001742
ORPHA	66518	0001742
OMIM	164280	0001747
OMIM	194190	0001747
OMIM	236680	0001747
OMIM	243605	0001747
OMIM	249000	0001747
OMIM	268300	0001747
OMIM	618280	0001747
ORPHA	3379	0001747
ORPHA	564	0001747
OMIM	157170	0001750
OMIM	208530	0001750
OMIM	236100	0001750
OMIM	306955	0001750
OMIM	308050	0001750
OMIM	601186	0001750
OMIM	613854	0001750
ORPHA	185	0001750
ORPHA	216694	0001750
ORPHA	99125	0001750
OMIM	103470	0001756
OMIM	276904	0001756
OMIM	614944	0001756
ORPHA	231169	0001756
ORPHA	231183	0001756
OMIM	153640	0001757
OMIM	153640	0001757
OMIM	308940	0001757
OMIM	614557	0001757
ORPHA	2324	0001757
ORPHA	2791	0001757
ORPHA	96164	0001775
OMIM	163200	0001780
OMIM	216100	0001780
OMIM	311200	0001780
ORPHA	459033	0001780
OMIM	304120	0001782
OMIM	311300	0001782
ORPHA	163979	0001782
ORPHA	3168	0001782
OMIM	123150	0001783
OMIM	166250	0001783
OMIM	259600	0001783
OMIM	275595	0001783
OMIM	277600	0001783
OMIM	602875	0001783
OMIM	608328	0001783
OMIM	615222	0001783
ORPHA	1540	0001783
ORPHA	3168	0001783
OMIM	166300	0001785
OMIM	221810	0001785
ORPHA	2054	0001785
ORPHA	275766	0001785
ORPHA	3260	0001785
ORPHA	514	0001785
ORPHA	79452	0001785
OMIM	309500	0001786
OMIM	600920	0001786
OMIM	610954	0001786
OMIM	614300	0001786
ORPHA	2896	0001786
ORPHA	778	0001786
ORPHA	306741	0001787
OMIM	225400	0001788
OMIM	225410	0001788
OMIM	275210	0001788
OMIM	278250	0001788
OMIM	610504	0001788
ORPHA	2834	0001788
ORPHA	2962	0001788
OMIM	257220	0001791
OMIM	261515	0001791
OMIM	607625	0001791
ORPHA	141127	0001791
ORPHA	292	0001791
OMIM	304110	0001809
OMIM	305000	0001809
ORPHA	33364	0001809
OMIM	201170	0001814
OMIM	218040	0001814
OMIM	277590	0001814
ORPHA	3071	0001814
ORPHA	3447	0001814
OMIM	201100	0001818
OMIM	201300	0001818
OMIM	614328	0001818
ORPHA	2314	0001818
ORPHA	37	0001818
ORPHA	79404	0001818
OMIM	220219	0001821
OMIM	250230	0001821
OMIM	250230	0001821
OMIM	300280	0001821
OMIM	607778	0001821
OMIM	614099	0001821
ORPHA	1334	0001821
ORPHA	1970	0001821
ORPHA	464	0001821
ORPHA	63446	0001821
OMIM	127300	0001832
ORPHA	163654	0001832
ORPHA	98028	0001832
OMIM	102500	0001842
OMIM	130050	0001842
OMIM	161700	0001842
OMIM	201300	0001842
ORPHA	970	0001842
ORPHA	100997	0001844
ORPHA	251	0001850
ORPHA	261112	0001850
ORPHA	90650	0001850
OMIM	180700	0001853
OMIM	186350	0001853
OMIM	268310	0001853
OMIM	618419	0001853
OMIM	300322	0001854
OMIM	300323	0001854
OMIM	135500	0001857
OMIM	601957	0001857
OMIM	606835	0001857
ORPHA	1292	0001857
ORPHA	140908	0001857
OMIM	185700	0001859
OMIM	606895	0001859
OMIM	162400	0001868
OMIM	600882	0001868
OMIM	248370	0001870
OMIM	608612	0001870
ORPHA	2457	0001870
ORPHA	280365	0001870
ORPHA	90153	0001870
ORPHA	90154	0001870
OMIM	612840	0001872
ORPHA	1451	0001872
ORPHA	172	0001872
ORPHA	3204	0001872
ORPHA	397	0001872
ORPHA	758	0001872
ORPHA	79430	0001872
ORPHA	90026	0001872
DECIPHER	65	0001877
OMIM	250700	0001877
OMIM	300622	0001877
ORPHA	71277	0001877
OMIM	261500	0001879
ORPHA	1164	0001879
ORPHA	221	0001879
ORPHA	2467	0001879
ORPHA	2686	0001879
ORPHA	724	0001879
ORPHA	906	0001879
OMIM	162820	0001881
ORPHA	1426	0001881
ORPHA	169105	0001881
ORPHA	228312	0001881
ORPHA	3151	0001881
ORPHA	3322	0001881
ORPHA	53	0001881
ORPHA	98375	0001881
ORPHA	98428	0001881
OMIM	140000	0001885
OMIM	176305	0001885
OMIM	211920	0001885
OMIM	218340	0001885
ORPHA	1326	0001885
OMIM	162400	0001886
OMIM	600882	0001886
ORPHA	139578	0001886
OMIM	133100	0001898
OMIM	263300	0001898
OMIM	263400	0001898
OMIM	609820	0001898
OMIM	133100	0001899
OMIM	263300	0001899
OMIM	263400	0001899
OMIM	609820	0001899
OMIM	611783	0001899
OMIM	617907	0001899
ORPHA	100076	0001899
ORPHA	284227	0001899
OMIM	133100	0001900
OMIM	263300	0001900
OMIM	263400	0001900
OMIM	300835	0001900
OMIM	609820	0001900
OMIM	611783	0001900
OMIM	617907	0001900
OMIM	300367	0001905
OMIM	313900	0001905
OMIM	605432	0001905
OMIM	616738	0001905
ORPHA	182050	0001905
OMIM	159550	0001908
OMIM	194350	0001908
ORPHA	2585	0001908
ORPHA	447	0001908
ORPHA	98907	0001911
ORPHA	521	0001912
OMIM	233600	0001913
OMIM	302060	0001913
OMIM	606164	0001913
OMIM	608898	0001913
OMIM	618310	0001913
ORPHA	75564	0001913
OMIM	107680	0001917
OMIM	120100	0001917
OMIM	134610	0001917
OMIM	191900	0001917
OMIM	249100	0001917
ORPHA	470	0001917
ORPHA	575	0001917
ORPHA	85445	0001917
OMIM	118450	0001920
OMIM	162200	0001920
OMIM	171300	0001920
OMIM	194050	0001920
OMIM	209010	0001920
OMIM	602531	0001920
ORPHA	1435	0001920
ORPHA	3472	0001920
ORPHA	391487	0001920
ORPHA	391665	0001920
OMIM	134540	0001929
OMIM	212065	0001929
OMIM	212066	0001929
OMIM	602579	0001929
OMIM	603147	0001929
OMIM	612416	0001929
ORPHA	329	0001929
ORPHA	404454	0001929
ORPHA	79318	0001929
OMIM	102800	0001930
OMIM	140700	0001930
OMIM	141700	0001930
OMIM	206300	0001930
OMIM	206400	0001930
OMIM	222800	0001930
OMIM	235700	0001930
OMIM	611881	0001930
OMIM	613470	0001930
OMIM	214700	0001948
OMIM	219090	0001948
OMIM	304900	0001948
OMIM	177200	0001949
OMIM	202110	0001949
OMIM	241150	0001949
OMIM	263800	0001949
OMIM	207900	0001950
OMIM	215700	0001950
OMIM	237300	0001950
OMIM	311250	0001950
OMIM	615751	0001950
ORPHA	247525	0001950
ORPHA	415	0001950
OMIM	207900	0001951
OMIM	215700	0001951
OMIM	237300	0001951
OMIM	311250	0001951
ORPHA	147	0001951
OMIM	229310	0001953
OMIM	262190	0001953
OMIM	302900	0001953
OMIM	601992	0001953
OMIM	613370	0001953
ORPHA	2298	0001953
ORPHA	300373	0001953
ORPHA	358	0001953
ORPHA	70578	0001953
OMIM	125800	0001955
OMIM	304800	0001955
OMIM	614727	0001955
ORPHA	209905	0001955
ORPHA	51	0001955
OMIM	201475	0001958
OMIM	608836	0001958
ORPHA	1848	0001958
ORPHA	20	0001958
ORPHA	293964	0001958
ORPHA	411593	0001958
ORPHA	97279	0001958
ORPHA	99900	0001958
ORPHA	99901	0001958
OMIM	241200	0001960
OMIM	601678	0001960
OMIM	607364	0001960
OMIM	612780	0001960
ORPHA	320	0001960
ORPHA	36426	0001960
ORPHA	73224	0001960
OMIM	253290	0001961
OMIM	312150	0001961
OMIM	300614	0001963
OMIM	609129	0001963
OMIM	200700	0001964
OMIM	228930	0001964
OMIM	276820	0001964
OMIM	605289	0001964
ORPHA	2502	0001964
OMIM	602196	0001965
ORPHA	2036	0001965
ORPHA	370348	0001965
ORPHA	79147	0001965
ORPHA	84090	0001966
OMIM	602114	0001969
ORPHA	340	0001969
ORPHA	411629	0001969
ORPHA	550	0001969
ORPHA	904	0001969
OMIM	173470	0001975
OMIM	273800	0001975
OMIM	155100	0001977
OMIM	167800	0001977
OMIM	178600	0001977
OMIM	208050	0001977
OMIM	263300	0001977
OMIM	602579	0001977
ORPHA	2038	0001977
ORPHA	244310	0001977
ORPHA	3203	0001977
ORPHA	54370	0001977
OMIM	215140	0001978
OMIM	259710	0001978
OMIM	259720	0001978
OMIM	259730	0001978
OMIM	612840	0001978
OMIM	615285	0001978
ORPHA	2886	0001978
ORPHA	313855	0001978
ORPHA	822	0001978
ORPHA	824	0001978
OMIM	275350	0001980
ORPHA	26	0001980
ORPHA	622	0001980
ORPHA	79282	0001980
ORPHA	79283	0001980
ORPHA	79284	0001980
ORPHA	859	0001980
OMIM	235400	0001981
OMIM	274150	0001981
OMIM	607330	0001981
OMIM	616457	0001981
ORPHA	90038	0001981
OMIM	230600	0001982
OMIM	257200	0001982
OMIM	257220	0001982
OMIM	269600	0001982
OMIM	607616	0001982
OMIM	607625	0001982
ORPHA	158029	0001982
OMIM	301000	0001983
OMIM	600903	0001983
OMIM	125800	0001986
OMIM	304800	0001986
OMIM	606824	0001986
OMIM	600384	0001991
OMIM	613627	0001991
ORPHA	3082	0001991
OMIM	145260	0001995
OMIM	179830	0001995
OMIM	604278	0001995
OMIM	210550	0001996
OMIM	266130	0001996
ORPHA	32	0001996
OMIM	191830	0002009
OMIM	208540	0002009
OMIM	236500	0002009
OMIM	263200	0002009
OMIM	267430	0002009
OMIM	615721	0002009
ORPHA	3404	0002009
ORPHA	411709	0002009
OMIM	130000	0002010
OMIM	183400	0002010
OMIM	617602	0002010
ORPHA	209951	0002010
OMIM	278760	0002011
ORPHA	2062	0002011
ORPHA	252164	0002011
ORPHA	673	0002011
ORPHA	767	0002011
ORPHA	2409	0002012
OMIM	164330	0002031
OMIM	613706	0002031
ORPHA	1549	0002031
ORPHA	252164	0002031
OMIM	239300	0002034
ORPHA	101009	0002034
ORPHA	2556	0002034
ORPHA	801	0002034
ORPHA	88673	0002034
OMIM	207900	0002038
OMIM	215700	0002038
OMIM	237300	0002038
OMIM	238970	0002038
OMIM	311250	0002038
ORPHA	415	0002038
OMIM	222470	0002041
OMIM	226730	0002041
OMIM	609536	0002041
OMIM	613217	0002041
ORPHA	84064	0002041
OMIM	174000	0002048
OMIM	146255	0002049
OMIM	179830	0002049
OMIM	181180	0002049
OMIM	229600	0002049
OMIM	266150	0002049
OMIM	309000	0002049
OMIM	604278	0002049
OMIM	615824	0002049
ORPHA	427	0002049
ORPHA	534	0002049
OMIM	300624	0002050
ORPHA	91	0002050
ORPHA	91348	0002050
ORPHA	91349	0002050
OMIM	300431	0002054
OMIM	300602	0002054
OMIM	100050	0002055
OMIM	305400	0002055
ORPHA	398173	0002055
ORPHA	1827	0002056
OMIM	113650	0002060
OMIM	603285	0002060
ORPHA	171439	0002068
ORPHA	171442	0002068
ORPHA	227510	0002068
ORPHA	240071	0002068
ORPHA	240085	0002068
ORPHA	466722	0002068
OMIM	162350	0002074
OMIM	204200	0002074
OMIM	204300	0002074
OMIM	204500	0002074
OMIM	256730	0002074
OMIM	256731	0002074
OMIM	600143	0002074
OMIM	601780	0002074
OMIM	610003	0002074
OMIM	610127	0002074
OMIM	157300	0002083
OMIM	300125	0002083
OMIM	607498	0002083
OMIM	607501	0002083
OMIM	607508	0002083
OMIM	607516	0002083
OMIM	610208	0002083
OMIM	610209	0002083
OMIM	615224	0002083
ORPHA	747	0002087
ORPHA	33276	0002088
ORPHA	3389	0002088
ORPHA	439167	0002088
ORPHA	54251	0002088
ORPHA	99870	0002088
OMIM	130050	0002108
OMIM	135150	0002108
OMIM	173600	0002108
OMIM	610168	0002108
ORPHA	558	0002108
ORPHA	139578	0002143
ORPHA	3310	0002143
ORPHA	494	0002143
ORPHA	83468	0002143
ORPHA	88628	0002143
ORPHA	99947	0002143
ORPHA	29073	0002152
ORPHA	509	0002152
OMIM	251000	0002154
OMIM	251100	0002154
OMIM	251110	0002154
OMIM	605899	0002154
OMIM	606054	0002154
OMIM	616859	0002154
ORPHA	284417	0002154
ORPHA	309854	0002154
ORPHA	407	0002154
ORPHA	470	0002154
OMIM	236200	0002156
OMIM	236250	0002156
OMIM	236270	0002156
OMIM	250940	0002156
OMIM	277380	0002156
OMIM	277400	0002156
OMIM	277410	0002156
OMIM	309541	0002156
OMIM	614857	0002156
OMIM	104200	0002157
OMIM	109160	0002157
OMIM	252900	0002159
OMIM	252920	0002159
OMIM	252930	0002159
OMIM	252940	0002159
OMIM	253220	0002159
OMIM	309900	0002159
OMIM	601492	0002159
OMIM	236200	0002160
OMIM	236250	0002160
OMIM	236270	0002160
OMIM	250940	0002160
OMIM	277380	0002160
OMIM	277400	0002160
OMIM	277410	0002160
OMIM	614857	0002160
ORPHA	88618	0002160
OMIM	238700	0002161
OMIM	238710	0002161
OMIM	238750	0002161
OMIM	616034	0002161
ORPHA	247598	0002161
ORPHA	431361	0002161
OMIM	224230	0002165
OMIM	305000	0002165
OMIM	160900	0002189
OMIM	161400	0002189
OMIM	236670	0002189
OMIM	604121	0002189
OMIM	609039	0002189
OMIM	614250	0002189
ORPHA	2073	0002189
ORPHA	352596	0002189
ORPHA	358	0002189
ORPHA	73267	0002189
OMIM	256520	0002190
OMIM	267010	0002190
OMIM	304050	0002190
OMIM	601027	0002190
OMIM	603671	0002190
OMIM	606812	0002190
ORPHA	1827	0002190
ORPHA	293725	0002190
ORPHA	798	0002190
OMIM	205100	0002193
OMIM	606353	0002193
ORPHA	247604	0002193
ORPHA	293168	0002193
ORPHA	300605	0002193
ORPHA	97355	0002193
OMIM	213300	0002195
OMIM	608091	0002195
OMIM	617751	0002195
ORPHA	397715	0002195
ORPHA	67048	0002195
ORPHA	8	0002195
OMIM	159580	0002196
OMIM	252500	0002196
OMIM	602475	0002196
OMIM	617186	0002196
ORPHA	268882	0002196
OMIM	206570	0002200
OMIM	600142	0002200
OMIM	612936	0002200
ORPHA	2386	0002200
ORPHA	309246	0002200
ORPHA	314404	0002200
ORPHA	35689	0002200
ORPHA	482601	0002200
ORPHA	683	0002200
OMIM	121300	0002203
OMIM	158650	0002203
OMIM	176000	0002203
OMIM	612740	0002203
ORPHA	681	0002203
ORPHA	79102	0002203
ORPHA	79273	0002203
OMIM	257200	0002207
OMIM	607616	0002207
ORPHA	221	0002207
OMIM	214450	0002218
OMIM	256710	0002218
OMIM	257800	0002218
OMIM	607624	0002218
OMIM	609227	0002218
ORPHA	101003	0002218
ORPHA	381	0002218
OMIM	134000	0002219
OMIM	135900	0002219
OMIM	176100	0002219
OMIM	261540	0002219
OMIM	600118	0002219
OMIM	610543	0002219
ORPHA	2729	0002219
ORPHA	3473	0002219
OMIM	214450	0002220
OMIM	256710	0002220
OMIM	607624	0002220
OMIM	104000	0002229
OMIM	109650	0002229
OMIM	141300	0002229
OMIM	300534	0002229
ORPHA	1410	0002229
ORPHA	701	0002229
ORPHA	85279	0002229
OMIM	104110	0002232
OMIM	106260	0002232
OMIM	247100	0002232
OMIM	305600	0002232
OMIM	610753	0002232
OMIM	613573	0002232
ORPHA	2930	0002232
ORPHA	346	0002232
ORPHA	573	0002232
